#Batch CD-search tool	NIH/NLM/NCBI
#cdsid	QM3-qcdsearch-38C0CE71DCC7EEA3-36894F96905DCF6A
#datatype	hits Concise data(Superfamily only)
#status	0
#Start time	2012-05-24T16:59:24	Run time	0:12:57:43
#status	success

Query	Hit type	PSSM-ID	From	To	E-Value	Bitscore	Accession	Short name	Incomplete	Superfamily
Q#15997 - >WHL22.259029.0	superfamily	199384	2803	2863	0.00134899	39.7094	cl02515	VWC superfamily	 - 	 - 
Q#15997 - >WHL22.259029.0	superfamily	199384	1398	1453	0.0014429	39.7094	cl02515	VWC superfamily	 - 	 - 
Q#15997 - >WHL22.259029.0	superfamily	199384	312	359	0.00159377	39.7094	cl02515	VWC superfamily	 - 	 - 
Q#15997 - >WHL22.259029.0	superfamily	199384	1573	1633	0.00206111	39.3242	cl02515	VWC superfamily	 - 	 - 
Q#15997 - >WHL22.259029.0	superfamily	199384	1340	1395	0.00214711	39.3242	cl02515	VWC superfamily	 - 	 - 
Q#15998 - >WHL22.307301.3	superfamily	209527	309	430	7.43639e-20	84.8988	cl12567	Beta-Casp superfamily	 - 	 - 
Q#16000 - >WHL22.230519.1	superfamily	209463	450	694	3.48406e-25	105	cl12142	7tm_2 superfamily	 - 	 - 
Q#16000 - >WHL22.230519.1	superfamily	207643	376	435	4.39217e-11	59.3197	cl02559	GPS superfamily	 - 	 - 
Q#16000 - >WHL22.230519.1	superfamily	209104	8	43	0.00623966	35.2467	cl09941	EGF_CA superfamily	 - 	 - 
Q#16001 - >WHL22.256289.2	superfamily	207521	1	143	4.92725e-37	127.863	cl02043	Scramblase superfamily	N	 - 
Q#16002 - >WHL22.70676.1	superfamily	212389	64	266	1.98449e-89	290.743	cl16911	AdoMet_MTases superfamily	 - 	 - 
Q#16005 - >WHL22.683251.1	superfamily	212302	17	296	5.17159e-79	242.143	cl09931	NADB_Rossmann superfamily	 - 	 - 
Q#16006 - >WHL22.600654.0	superfamily	212301	13	225	1.48972e-17	79.9733	cl09925	PKc_like superfamily	 - 	 - 
Q#16007 - >WHL22.297627.0	superfamily	201941	46	191	5.05167e-22	88.7829	cl15249	UreF superfamily	 - 	 - 
Q#16009 - >WHL22.738871.2	superfamily	206959	223	529	2.26724e-149	433.915	cl00286	Motor_domain superfamily	 - 	 - 
Q#16011 - >WHL22.408366.0	superfamily	201187	99	212	8.21862e-30	108.143	cl09511	FERM_M superfamily	 - 	 - 
Q#16011 - >WHL22.408366.0	superfamily	204220	15	92	3.5135e-22	86.9	cl09630	FERM_N superfamily	 - 	 - 
Q#16012 - >WHL22.86772.0	superfamily	206854	639	754	6.10891e-42	151.5	cl00136	Sec7 superfamily	C	 - 
Q#16013 - >WHL22.220967.1	superfamily	209301	487	724	1.56599e-127	381.364	cl11397	NR_LBD superfamily	 - 	 - 
Q#16013 - >WHL22.220967.1	superfamily	207662	387	461	1.57856e-53	179.178	cl02596	NR_DBD_like superfamily	 - 	 - 
Q#16015 - >WHL22.684300.0	superfamily	209876	1012	1093	4.24129e-14	69.6553	cl14633	DD_superfamily superfamily	 - 	 - 
Q#16015 - >WHL22.684300.0	superfamily	212291	213	347	1.70737e-12	66.5907	cl09099	P-loop_NTPase superfamily	N	 - 
Q#16015 - >WHL22.684300.0	superfamily	212291	1	36	4.50597e-05	43.4788	cl09099	P-loop_NTPase superfamily	C	 - 
Q#16016 - >WHL22.229969.0	superfamily	200733	2	334	1.39721e-131	383.563	cl02993	P2X_receptor superfamily	 - 	 - 
Q#16017 - >WHL22.473501.0	superfamily	206795	143	212	8.30557e-12	60.6863	cl00038	BRCT superfamily	 - 	 - 
Q#16018 - >WHL22.202216.0	superfamily	148998	500	547	7.76291e-10	55.1156	cl06646	GCC2_GCC3 superfamily	 - 	 - 
Q#16018 - >WHL22.202216.0	superfamily	148998	392	439	7.42035e-07	46.6412	cl06646	GCC2_GCC3 superfamily	 - 	 - 
Q#16018 - >WHL22.202216.0	superfamily	148998	446	493	2.07794e-06	45.4856	cl06646	GCC2_GCC3 superfamily	 - 	 - 
Q#16019 - >WHL22.688611.0	superfamily	186276	46	183	6.39373e-14	66.1539	cl00949	Acetyltransf_2 superfamily	C	 - 
Q#16020 - >WHL22.534356.0	superfamily	196138	124	177	1.62258e-21	85.4023	cl11065	TAF8 superfamily	 - 	 - 
Q#16020 - >WHL22.534356.0	superfamily	206819	14	86	2.39417e-13	63.4975	cl00074	H2A superfamily	 - 	 - 
Q#16022 - >WHL22.273913.0	superfamily	111397	195	277	6.72764e-09	51.573	cl03620	HYR superfamily	 - 	 - 
Q#16026 - >WHL22.439768.0	superfamily	211465	90	234	9.41077e-66	201.987	cl14632	Glo_EDI_BRP_like superfamily	 - 	 - 
Q#16027 - >WHL22.475342.0	superfamily	208873	75	225	4.15346e-51	173.158	cl08327	Glyco_hydro_47 superfamily	C	 - 
Q#16028 - >WHL22.564460.1	superfamily	207648	1	230	3.01406e-22	93.1359	cl02567	WD40 superfamily	N	 - 
Q#16030 - >WHL22.299123.0	superfamily	206827	297	354	4.27459e-18	78.0758	cl00084	homeodomain superfamily	 - 	 - 
Q#16031 - >WHL22.83268.2	superfamily	189864	142	249	5.83268e-50	161.252	cl03121	Ribosomal_L6e superfamily	 - 	 - 
Q#16031 - >WHL22.83268.2	superfamily	190777	5	36	0.000273345	37.3985	cl04303	Ribosomal_L6e_N superfamily	C	 - 
Q#16032 - >WHL22.690002.0	superfamily	207592	60	185	2.45442e-21	84.9789	cl02432	CLECT superfamily	 - 	 - 
Q#16033 - >WHL22.69229.0	superfamily	202888	1	88	0.000125358	40.3227	cl04401	CD20 superfamily	C	 - 
Q#16034 - >WHL22.704480.0	superfamily	211458	29	126	5.92938e-19	83.1812	cl10013	Glycosyltransferase_GTB_type superfamily	N	 - 
Q#16035 - >WHL22.243249.1	superfamily	209398	353	415	1.4423e-08	52.0239	cl11960	Ig superfamily	 - 	 - 
Q#16035 - >WHL22.243249.1	superfamily	209398	262	326	4.02467e-05	42.2519	cl11960	Ig superfamily	 - 	 - 
Q#16035 - >WHL22.243249.1	superfamily	209398	449	527	0.000178359	40.1925	cl11960	Ig superfamily	 - 	 - 
Q#16035 - >WHL22.243249.1	superfamily	209398	137	221	0.000572624	38.5647	cl11960	Ig superfamily	 - 	 - 
Q#16035 - >WHL22.243249.1	superfamily	209398	92	128	0.00343017	36.1415	cl11960	Ig superfamily	N	 - 
Q#16035 - >WHL22.243249.1	superfamily	209398	21	110	0.00566248	35.4511	cl11960	Ig superfamily	C	 - 
Q#16036 - >WHL22.147906.0	superfamily	207612	95	305	1.10021e-32	122.924	cl02488	SPEC superfamily	 - 	 - 
Q#16036 - >WHL22.147906.0	superfamily	207612	201	412	3.9781e-30	115.605	cl02488	SPEC superfamily	 - 	 - 
Q#16036 - >WHL22.147906.0	superfamily	207612	8	67	8.62514e-05	40.764	cl02488	SPEC superfamily	C	 - 
Q#16037 - >WHL22.2460.0	superfamily	209413	2	168	1.08747e-44	153.016	cl12013	BAR superfamily	N	 - 
Q#16039 - >WHL22.31693.1	superfamily	212301	325	594	4.0218e-57	193.992	cl09925	PKc_like superfamily	 - 	 - 
Q#16040 - >WHL22.298033.0	superfamily	207378	44	257	4.17528e-62	196.796	cl01321	SURF1 superfamily	 - 	 - 
Q#16041 - >WHL22.653219.2	superfamily	212301	353	431	5.56917e-21	91.3219	cl09925	PKc_like superfamily	C	 - 
Q#16041 - >WHL22.653219.2	superfamily	209104	104	135	0.00622433	34.4763	cl09941	EGF_CA superfamily	 - 	 - 
Q#16043 - >WHL22.74282.0	superfamily	199167	12	289	4.05847e-19	85.3327	cl15309	LRR_RI superfamily	 - 	 - 
Q#16044 - >WHL22.187812.1	superfamily	190619	2	398	5.56002e-175	498.736	cl04032	CAS_CSE1 superfamily	 - 	 - 
Q#16045 - >WHL22.695618.0	superfamily	209369	38	112	1.44776e-06	45.6043	cl11611	GFO_IDH_MocA_C superfamily	C	 - 
Q#16046 - >WHL22.537625.0	superfamily	190072	27	111	3.55208e-15	68.3906	cl08331	Na_Ca_ex superfamily	C	 - 
Q#16047 - >WHL22.567705.3	superfamily	198684	108	160	1.39181e-28	103.503	cl02475	LIM superfamily	 - 	 - 
Q#16050 - >WHL22.314476.1	superfamily	206808	88	128	3.48792e-06	46.8353	cl00057	vWFA superfamily	N	 - 
Q#16050 - >WHL22.314476.1	superfamily	206808	3	48	8.75956e-06	45.6797	cl00057	vWFA superfamily	N	 - 
Q#16050 - >WHL22.314476.1	superfamily	209104	213	243	0.000110311	39.9243	cl09941	EGF_CA superfamily	 - 	 - 
Q#16050 - >WHL22.314476.1	superfamily	209104	152	175	0.000553627	37.825	cl09941	EGF_CA superfamily	 - 	 - 
Q#16050 - >WHL22.314476.1	superfamily	209104	193	216	0.000938191	37.0546	cl09941	EGF_CA superfamily	 - 	 - 
Q#16050 - >WHL22.314476.1	superfamily	209104	271	294	0.00153635	36.2842	cl09941	EGF_CA superfamily	 - 	 - 
Q#16050 - >WHL22.314476.1	superfamily	209104	396	414	0.0054496	34.7434	cl09941	EGF_CA superfamily	C	 - 
Q#16050 - >WHL22.314476.1	superfamily	209104	51	83	0.00620902	34.5315	cl09941	EGF_CA superfamily	 - 	 - 
Q#16050 - >WHL22.314476.1	superfamily	206808	286	329	1.95806e-05	44.5241	cl00057	vWFA superfamily	N	 - 
Q#16052 - >WHL22.31254.0	superfamily	212314	56	248	7.32463e-17	78.8949	cl11420	MFS superfamily	N	 - 
Q#16056 - >WHL22.644853.0	superfamily	212292	7	245	4.73523e-108	314.82	cl09108	TIM_phosphate_binding superfamily	 - 	 - 
Q#16057 - >WHL22.127355.2	superfamily	207591	88	182	5.07553e-16	70.8797	cl02429	TPR superfamily	 - 	 - 
Q#16059 - >WHL22.642378.1	superfamily	209159	201	361	1.52945e-22	95.7076	cl10513	MatE superfamily	 - 	 - 
Q#16059 - >WHL22.642378.1	superfamily	209159	424	568	6.15681e-07	48.7133	cl10513	MatE superfamily	 - 	 - 
Q#16060 - >WHL22.158406.0	superfamily	209905	20	307	5.71012e-131	391.532	cl14813	GluZincin superfamily	C	 - 
Q#16061 - >WHL22.686728.2	superfamily	202128	290	477	6.58635e-86	272.537	cl03466	Rap_GAP superfamily	 - 	 - 
Q#16061 - >WHL22.686728.2	superfamily	159772	32	52	0.00728136	35.3721	cl12112	GoLoco superfamily	 - 	 - 
Q#16063 - >WHL22.641447.0	superfamily	209921	51	328	3.10456e-104	309.893	cl14883	Lipase superfamily	 - 	 - 
Q#16066 - >WHL22.526515.0	superfamily	206819	24	118	1.39537e-37	125.764	cl00074	H2A superfamily	 - 	 - 
Q#16067 - >WHL22.378211.0	superfamily	212302	177	263	2.39205e-38	133.45	cl09931	NADB_Rossmann superfamily	C	 - 
Q#16067 - >WHL22.378211.0	superfamily	201431	63	182	5.23519e-43	144.188	cl08290	THF_DHG_CYH superfamily	 - 	 - 
Q#16068 - >WHL22.762632.2	superfamily	209876	169	246	2.33444e-19	79.6869	cl14633	DD_superfamily superfamily	 - 	 - 
Q#16069 - >WHL22.691261.1	superfamily	198684	93	148	6.03131e-34	121.688	cl02475	LIM superfamily	 - 	 - 
Q#16069 - >WHL22.691261.1	superfamily	198684	31	86	9.69183e-34	121.038	cl02475	LIM superfamily	 - 	 - 
Q#16069 - >WHL22.691261.1	superfamily	206827	163	221	2.52883e-18	78.8462	cl00084	homeodomain superfamily	 - 	 - 
Q#16069 - >WHL22.691261.1	superfamily	192035	309	400	0.00173176	37.3208	cl07160	Fork_head_N superfamily	C	 - 
Q#16071 - >WHL22.222161.2	superfamily	204026	31	241	3.80783e-26	104.037	cl07345	ASD2 superfamily	N	 - 
Q#16073 - >WHL22.355031.1	superfamily	203839	29	245	0.0010075	40.0195	cl10691	PKD_channel superfamily	N	 - 
Q#16074 - >WHL22.114857.1	superfamily	206810	8	100	1.24021e-14	72.7856	cl00062	FHA superfamily	 - 	 - 
Q#16075 - >WHL22.240493.1	superfamily	208827	38	152	1.10171e-45	157	cl08238	PA superfamily	 - 	 - 
Q#16075 - >WHL22.240493.1	superfamily	207380	252	502	2.5066e-77	246.873	cl01342	Peptidase_A22B superfamily	 - 	 - 
Q#16076 - >WHL22.683996.0	superfamily	212291	9	93	5.71809e-32	117.099	cl09099	P-loop_NTPase superfamily	N	 - 
Q#16076 - >WHL22.683996.0	superfamily	212291	184	254	3.10073e-16	73.1859	cl09099	P-loop_NTPase superfamily	C	 - 
Q#16076 - >WHL22.683996.0	superfamily	205105	87	169	6.42398e-22	87.6427	cl14896	ABC_tran_2 superfamily	 - 	 - 
Q#16077 - >WHL22.257276.1	superfamily	212301	503	757	1.388e-53	186.588	cl09925	PKc_like superfamily	 - 	 - 
Q#16077 - >WHL22.257276.1	superfamily	210054	347	433	1.29834e-13	68.0801	cl15255	SH2 superfamily	 - 	 - 
Q#16078 - >WHL22.691340.0	superfamily	206838	108	184	0.00582086	34.6706	cl00102	LamG superfamily	C	 - 
Q#16080 - >WHL22.468420.1	superfamily	209143	103	353	2.0734e-105	313.298	cl10459	Peptidases_S8_S53 superfamily	 - 	 - 
Q#16080 - >WHL22.468420.1	superfamily	203351	30	92	2.60789e-05	41.5215	cl05470	Inhibitor_I9 superfamily	 - 	 - 
Q#16081 - >WHL22.213592.0	superfamily	209921	3	176	1.30832e-58	186.629	cl14883	Lipase superfamily	N	 - 
Q#16082 - >WHL22.731696.1	superfamily	211462	3	91	1.11836e-23	96.2757	cl12031	Esterase_lipase superfamily	N	 - 
Q#16083 - >WHL22.424057.1	superfamily	207678	163	231	7.83702e-05	41.4094	cl02627	XPG_I superfamily	N	 - 
Q#16085 - >WHL22.469955.0	superfamily	205426	469	566	7.6978e-15	72.2663	cl16182	Hydrolase_like2 superfamily	 - 	 - 
Q#16085 - >WHL22.469955.0	superfamily	201018	106	193	9.03671e-12	64.8942	cl02811	E1-E2_ATPase superfamily	C	 - 
Q#16086 - >WHL22.118674.0	superfamily	206824	108	165	3.01436e-09	50.6074	cl00081	HLH superfamily	 - 	 - 
Q#16087 - >WHL22.258493.1	superfamily	212389	1	285	2.5449e-138	396.323	cl16911	AdoMet_MTases superfamily	 - 	 - 
Q#16088 - >WHL22.733416.8	superfamily	207592	22	175	2.53435e-57	178.706	cl02432	CLECT superfamily	 - 	 - 
Q#16089 - >WHL22.277967.0	superfamily	209104	67	101	5.59789e-07	47.1879	cl09941	EGF_CA superfamily	 - 	 - 
Q#16089 - >WHL22.277967.0	superfamily	148998	429	480	2.7002e-09	53.96	cl06646	GCC2_GCC3 superfamily	 - 	 - 
Q#16089 - >WHL22.277967.0	superfamily	199489	147	173	5.494e-06	44.5028	cl15278	TSP_1 superfamily	C	 - 
Q#16090 - >WHL22.331098.0	superfamily	207624	56	160	2.23022e-25	99.624	cl02518	BTB superfamily	 - 	 - 
Q#16090 - >WHL22.331098.0	superfamily	198867	175	276	3.37159e-16	74.3	cl06652	BACK superfamily	 - 	 - 
Q#16091 - >WHL22.430790.0	superfamily	111397	132	215	3.29746e-07	46.1803	cl03620	HYR superfamily	 - 	 - 
Q#16091 - >WHL22.430790.0	superfamily	206798	66	120	8.83859e-05	38.9832	cl00043	CCP superfamily	 - 	 - 
Q#16092 - >WHL22.119611.0	superfamily	207607	2	136	4.89347e-31	121.716	cl02479	MAM superfamily	 - 	 - 
Q#16094 - >WHL22.57308.1	superfamily	206966	118	296	1.40764e-81	247.873	cl00298	Peptidase_C1 superfamily	 - 	 - 
Q#16094 - >WHL22.57308.1	superfamily	208597	28	87	3.09874e-20	81.9078	cl07031	Inhibitor_I29 superfamily	 - 	 - 
Q#16095 - >WHL22.723852.0	superfamily	212291	155	359	4.66048e-83	255.786	cl09099	P-loop_NTPase superfamily	 - 	 - 
Q#16097 - >WHL22.596260.1	superfamily	209158	1571	1850	1.27592e-157	487.906	cl10511	Beach superfamily	 - 	 - 
Q#16097 - >WHL22.596260.1	superfamily	207648	1977	2226	9.75277e-17	82.3503	cl02567	WD40 superfamily	 - 	 - 
Q#16097 - >WHL22.596260.1	superfamily	206947	1451	1551	4.38635e-14	71.3995	cl00273	PH-like superfamily	 - 	 - 
Q#16097 - >WHL22.596260.1	superfamily	206838	106	206	0.00787035	37.7522	cl00102	LamG superfamily	C	 - 
Q#16098 - >WHL22.33639.0	superfamily	210079	11	53	2.43472e-07	46.2338	cl15348	RING superfamily	 - 	 - 
Q#16099 - >WHL22.365776.1	superfamily	199252	7	154	5.81033e-45	146.584	cl00105	LMWPc superfamily	 - 	 - 
Q#16100 - >WHL22.695381.2	superfamily	209427	30	127	1.25115e-20	82.2997	cl12042	FA58C superfamily	C	 - 
Q#16101 - >WHL22.104163.0	superfamily	206819	6	120	2.75499e-57	176.225	cl00074	H2A superfamily	 - 	 - 
Q#16102 - >WHL22.243820.0	superfamily	204927	3	50	5.61966e-16	70.4748	cl13843	TIP_N superfamily	C	 - 
Q#16102 - >WHL22.243820.0	superfamily	207670	127	171	1.50216e-08	48.6576	cl02611	G-patch superfamily	 - 	 - 
Q#16103 - >WHL22.408494.0	superfamily	207660	240	311	7.80519e-23	91.8868	cl02586	RRM superfamily	 - 	 - 
Q#16104 - >WHL22.452196.1	superfamily	204489	1	79	6.4562e-23	89.2058	cl11087	BCDHK_Adom3 superfamily	N	 - 
Q#16105 - >WHL22.568323.0	superfamily	212291	66	129	8.22425e-05	42.1169	cl09099	P-loop_NTPase superfamily	N	 - 
Q#16106 - >WHL22.384191.0	superfamily	209104	113	149	2.64418e-06	41.9483	cl09941	EGF_CA superfamily	 - 	 - 
Q#16107 - >WHL22.403566.7	superfamily	207652	1	147	2.36102e-36	130.425	cl02571	RhoGEF superfamily	 - 	 - 
Q#16107 - >WHL22.403566.7	superfamily	206947	181	290	3.21619e-27	103.404	cl00273	PH-like superfamily	 - 	 - 
Q#16108 - >WHL22.621598.0	superfamily	207741	1	226	2.58667e-35	129.695	cl02808	RT_like superfamily	 - 	 - 
Q#16109 - >WHL22.22857.0	superfamily	209398	130	212	2.31152e-06	43.9755	cl11960	Ig superfamily	 - 	 - 
Q#16109 - >WHL22.22857.0	superfamily	209398	17	92	0.00111435	36.2535	cl11960	Ig superfamily	 - 	 - 
Q#16110 - >WHL22.297313.0	superfamily	207624	63	170	1.22951e-18	81.9048	cl02518	BTB superfamily	 - 	 - 
Q#16110 - >WHL22.297313.0	superfamily	198867	181	273	4.40044e-12	63.1292	cl06652	BACK superfamily	 - 	 - 
Q#16110 - >WHL22.297313.0	superfamily	207702	416	460	1.09567e-08	52.2786	cl02701	Kelch_3 superfamily	 - 	 - 
Q#16110 - >WHL22.297313.0	superfamily	207702	512	563	3.77928e-08	50.5245	cl02701	Kelch_3 superfamily	 - 	 - 
Q#16110 - >WHL22.297313.0	superfamily	207702	466	509	2.14733e-07	48.4266	cl02701	Kelch_3 superfamily	 - 	 - 
Q#16110 - >WHL22.297313.0	superfamily	207702	365	414	1.79565e-06	45.7302	cl02701	Kelch_3 superfamily	 - 	 - 
Q#16110 - >WHL22.297313.0	superfamily	207702	564	611	6.39158e-05	41.0922	cl02701	Kelch_3 superfamily	 - 	 - 
Q#16111 - >WHL22.142343.4	superfamily	207726	53	131	9.74984e-20	79.4155	cl02776	GST_C_family superfamily	N	 - 
Q#16112 - >WHL22.204515.0	superfamily	209143	149	373	7.28182e-130	377.241	cl10459	Peptidases_S8_S53 superfamily	 - 	 - 
Q#16114 - >WHL22.77289.0	superfamily	206812	161	329	4.90274e-61	195.445	cl00064	ZnMc superfamily	 - 	 - 
Q#16115 - >WHL22.382318.0	superfamily	209104	67	103	1.20052e-05	41.0799	cl09941	EGF_CA superfamily	 - 	 - 
Q#16115 - >WHL22.382318.0	superfamily	209104	108	141	6.27272e-05	39.1539	cl09941	EGF_CA superfamily	 - 	 - 
Q#16115 - >WHL22.382318.0	superfamily	209104	29	60	0.000180112	37.9983	cl09941	EGF_CA superfamily	 - 	 - 
Q#16115 - >WHL22.382318.0	superfamily	209104	219	254	0.000207287	37.9431	cl09941	EGF_CA superfamily	 - 	 - 
Q#16115 - >WHL22.382318.0	superfamily	209104	143	179	0.00262977	34.4763	cl09941	EGF_CA superfamily	 - 	 - 
Q#16116 - >WHL22.184055.1	superfamily	207834	1	230	3.76177e-42	149.786	cl03087	ATP-grasp_4 superfamily	 - 	 - 
Q#16117 - >WHL22.559389.0	superfamily	212301	19	149	7.6236e-27	101.93	cl09925	PKc_like superfamily	C	 - 
Q#16119 - >WHL22.190274.2	superfamily	206863	874	936	4.27501e-09	55.046	cl00150	TY superfamily	 - 	 - 
Q#16119 - >WHL22.190274.2	superfamily	206863	960	1023	1.35377e-08	53.5052	cl00150	TY superfamily	 - 	 - 
Q#16119 - >WHL22.190274.2	superfamily	206863	623	688	2.40674e-08	52.7348	cl00150	TY superfamily	 - 	 - 
Q#16119 - >WHL22.190274.2	superfamily	201995	554	595	1.89584e-05	43.8813	cl15979	TIL superfamily	C	 - 
Q#16119 - >WHL22.190274.2	superfamily	201995	1088	1143	5.2647e-05	42.7257	cl15979	TIL superfamily	 - 	 - 
Q#16119 - >WHL22.190274.2	superfamily	201995	798	853	0.000127476	41.5701	cl15979	TIL superfamily	 - 	 - 
Q#16119 - >WHL22.190274.2	superfamily	201995	482	523	0.000334204	40.4145	cl15979	TIL superfamily	C	 - 
Q#16119 - >WHL22.190274.2	superfamily	201995	1030	1084	0.000366206	40.0293	cl15979	TIL superfamily	 - 	 - 
Q#16119 - >WHL22.190274.2	superfamily	206868	178	221	0.000487123	39.736	cl00156	WAP superfamily	 - 	 - 
Q#16120 - >WHL22.214260.0	superfamily	212186	97	207	3.12465e-12	60.4872	cl00309	PRTases_typeI superfamily	 - 	 - 
Q#16121 - >WHL22.152995.3	superfamily	202888	55	182	1.07624e-06	46.1007	cl04401	CD20 superfamily	 - 	 - 
Q#16123 - >WHL22.565155.0	superfamily	190398	304	570	2.69881e-51	180.411	cl03672	DUF221 superfamily	 - 	 - 
Q#16123 - >WHL22.565155.0	superfamily	206137	25	132	3.18564e-18	82.1699	cl16507	RSN1_TM superfamily	N	 - 
Q#16124 - >WHL22.673823.1	superfamily	207641	15	121	8.76418e-68	220.756	cl02556	Bromodomain superfamily	 - 	 - 
Q#16124 - >WHL22.673823.1	superfamily	207641	339	440	1.73335e-58	194.419	cl02556	Bromodomain superfamily	 - 	 - 
Q#16126 - >WHL22.107399.0	superfamily	193889	3	189	1.74531e-53	172.846	cl00623	DUF106 superfamily	 - 	 - 
Q#16128 - >WHL22.180607.0	superfamily	209263	2729	2804	0.00118129	40.4272	cl11158	BEN superfamily	 - 	 - 
Q#16128 - >WHL22.180607.0	superfamily	209263	2333	2401	0.00269792	39.3352	cl11158	BEN superfamily	 - 	 - 
Q#16130 - >WHL22.689840.0	superfamily	212291	67	185	9.32232e-57	179.676	cl09099	P-loop_NTPase superfamily	C	 - 
Q#16132 - >WHL22.359029.0	superfamily	212291	498	701	4.33208e-82	265.031	cl09099	P-loop_NTPase superfamily	 - 	 - 
Q#16132 - >WHL22.359029.0	superfamily	212291	722	841	1.60155e-30	118.101	cl09099	P-loop_NTPase superfamily	 - 	 - 
Q#16133 - >WHL22.228287.2	superfamily	212291	155	372	8.5043e-144	417.277	cl09099	P-loop_NTPase superfamily	 - 	 - 
Q#16133 - >WHL22.228287.2	superfamily	207731	468	574	1.02155e-52	176.538	cl02786	Translation_factor_III superfamily	 - 	 - 
Q#16133 - >WHL22.228287.2	superfamily	207732	381	462	6.50002e-37	131.791	cl02787	Translation_Factor_II_like superfamily	 - 	 - 
Q#16136 - >WHL22.148246.2	superfamily	211457	79	255	6.40508e-66	205.532	cl10012	DnaQ_like_exo superfamily	 - 	 - 
Q#16137 - >WHL22.535569.0	superfamily	198486	121	198	6.28732e-43	145.279	cl00061	FH superfamily	 - 	 - 
Q#16138 - >WHL22.224045.0	superfamily	206808	2	124	5.19388e-07	47.7267	cl00057	vWFA superfamily	C	 - 
Q#16140 - >WHL22.62149.1	superfamily	212291	59	200	4.79381e-18	78.5897	cl09099	P-loop_NTPase superfamily	 - 	 - 
Q#16143 - >WHL22.609094.0	superfamily	208857	1	56	8.48249e-16	69.0894	cl08302	EFh superfamily	 - 	 - 
Q#16143 - >WHL22.609094.0	superfamily	151622	120	201	0.00361951	36.246	cl12729	DUF2968 superfamily	N	 - 
Q#16145 - >WHL22.237456.0	superfamily	209905	1	220	1.45933e-113	350.325	cl14813	GluZincin superfamily	N	 - 
Q#16147 - >WHL22.367413.1	superfamily	212301	1	152	9.63673e-85	259.738	cl09925	PKc_like superfamily	N	 - 
Q#16148 - >WHL22.534858.0	superfamily	197448	1308	1482	8.65082e-94	302.142	cl15240	Reelin_subrepeat_like superfamily	 - 	 - 
Q#16148 - >WHL22.534858.0	superfamily	197448	588	743	2.30998e-90	291.425	cl15240	Reelin_subrepeat_like superfamily	 - 	 - 
Q#16148 - >WHL22.534858.0	superfamily	197448	1518	1680	4.07296e-88	285.536	cl15240	Reelin_subrepeat_like superfamily	 - 	 - 
Q#16148 - >WHL22.534858.0	superfamily	197448	779	928	2.83874e-84	274.019	cl15240	Reelin_subrepeat_like superfamily	 - 	 - 
Q#16148 - >WHL22.534858.0	superfamily	197448	188	382	2.05797e-83	272.433	cl15240	Reelin_subrepeat_like superfamily	 - 	 - 
Q#16148 - >WHL22.534858.0	superfamily	197448	417	568	9.80831e-82	266.762	cl15240	Reelin_subrepeat_like superfamily	 - 	 - 
Q#16148 - >WHL22.534858.0	superfamily	197448	1148	1303	7.07272e-77	253.548	cl15240	Reelin_subrepeat_like superfamily	 - 	 - 
Q#16148 - >WHL22.534858.0	superfamily	197448	936	1112	1.55125e-74	247.155	cl15240	Reelin_subrepeat_like superfamily	 - 	 - 
Q#16148 - >WHL22.534858.0	superfamily	197448	30	182	1.40966e-69	232.08	cl15240	Reelin_subrepeat_like superfamily	 - 	 - 
Q#16148 - >WHL22.534858.0	superfamily	209104	747	772	0.00139667	38.5881	cl09941	EGF_CA superfamily	 - 	 - 
Q#16148 - >WHL22.534858.0	superfamily	209104	1119	1141	0.00467336	37.0473	cl09941	EGF_CA superfamily	 - 	 - 
Q#16149 - >WHL22.90347.0	superfamily	209094	173	250	1.36189e-28	107.208	cl09927	S1_like superfamily	 - 	 - 
Q#16152 - >WHL22.268545.0	superfamily	209094	13	88	5.36167e-24	93.248	cl09927	S1_like superfamily	 - 	 - 
Q#16152 - >WHL22.268545.0	superfamily	203676	129	243	1.12931e-39	136.506	cl06531	EIF_2_alpha superfamily	 - 	 - 
Q#16153 - >WHL22.602519.1	superfamily	207628	374	626	1.4655e-12	66.8173	cl02523	Zona_pellucida superfamily	 - 	 - 
Q#16154 - >WHL22.700107.1	superfamily	207647	289	393	7.50732e-09	54.6477	cl02566	SET superfamily	 - 	 - 
Q#16155 - >WHL22.78733.1	superfamily	206944	1	168	5.04964e-91	269.713	cl00268	class_II_aaRS-like_core superfamily	N	 - 
Q#16156 - >WHL22.558395.0	superfamily	210146	119	202	2.45486e-14	70.3457	cl15693	Sema superfamily	N	 - 
Q#16157 - >WHL22.245555.2	superfamily	209300	10	196	4.96862e-23	92.7786	cl11396	Patatin_and_cPLA2 superfamily	C	 - 
Q#16158 - >WHL22.389049.0	superfamily	209864	22	194	1.46648e-10	58.0077	cl14559	Sulfotransfer_3 superfamily	C	 - 
Q#16159 - >WHL22.323131.2	superfamily	206966	49	291	3.81443e-121	349.613	cl00298	Peptidase_C1 superfamily	 - 	 - 
